CONTIG	START	END	GC_CONTENT
chr4	6500001	6750000	0.508244
chr4	6750001	7000000	0.469332
chr4	7000001	7250000	0.515536
chr4	7250001	7500000	0.537772
chr4	7500001	7750000	0.534332
chr4	7750001	8000000	0.477736
chr4	8000001	8250000	0.551160
chr4	8250001	8500000	0.518504
chr4	8500001	8750000	0.525068
chr4	8750001	9000000	0.518087
chr4	9000001	9250000	0.458548
chr4	9250001	9500000	0.446235
chr4	9500001	9750000	0.462812
chr4	9750001	10000000	0.449784
chr4	10000001	10250000	0.475232
chr4	10250001	10500000	0.425456
chr4	10500001	10750000	0.411656
chr4	10750001	11000000	0.394808
chr4	11000001	11250000	0.394904
chr4	11250001	11500000	0.406656
chr4	11500001	11750000	0.385536
chr4	11750001	12000000	0.372444
chr4	12000001	12250000	0.365056
chr4	12250001	12500000	0.370788
chr4	12500001	12750000	0.374728
chr4	12750001	13000000	0.381076
chr4	13000001	13250000	0.398800
chr4	13250001	13500000	0.381108
chr4	13500001	13750000	0.408096
chr4	13750001	14000000	0.404980
chr4	14000001	14250000	0.389288
chr4	14250001	14500000	0.382004
chr4	14500001	14750000	0.386272
chr4	14750001	15000000	0.397748
chr4	15000001	15250000	0.386684
chr4	15250001	15500000	0.401148
chr4	15500001	15750000	0.398868
chr4	15750001	16000000	0.423048
chr4	16000001	16250000	0.415976
chr4	16250001	16500000	0.402088
chr4	16500001	16750000	0.400860
chr4	16750001	17000000	0.405236
chr4	17000001	17250000	0.400348
chr4	17250001	17500000	0.417024
chr4	17500001	17750000	0.443420
chr4	17750001	18000000	0.370124
chr4	18000001	18250000	0.383192
chr4	18250001	18500000	0.383060
chr4	18500001	18750000	0.375980
chr4	18750001	19000000	0.364280
chr4	19000001	19250000	0.361188
chr4	19250001	19500000	0.360856
chr4	19500001	19750000	0.364628
chr4	19750001	20000000	0.369020
chr4	20000001	20250000	0.364312
chr4	20250001	20500000	0.360376
chr4	20500001	20750000	0.379060
chr4	20750001	21000000	0.382348
chr4	21000001	21250000	0.378288
chr4	21250001	21500000	0.375724
chr4	21500001	21750000	0.369788
chr4	21750001	22000000	0.380504
chr4	22000001	22250000	0.380104
chr4	22250001	22500000	0.384412
chr4	22500001	22750000	0.390632
chr4	22750001	23000000	0.386452
chr4	23000001	23250000	0.369712
chr4	23250001	23500000	0.361824
chr4	23500001	23750000	0.375920
chr4	23750001	24000000	0.386380
chr4	24000001	24250000	0.406628
chr4	24250001	24500000	0.416664
chr4	24500001	24750000	0.411188
chr4	24750001	25000000	0.432764
chr4	25000001	25250000	0.424552
chr4	25250001	25500000	0.409504
chr4	25500001	25750000	0.451820
chr4	25750001	26000000	0.443392
chr4	26000001	26250000	0.436120
chr4	26250001	26500000	0.410464
chr4	26500001	26750000	0.376956
chr4	26750001	27000000	0.386492
chr4	27000001	27250000	0.407772
chr4	27250001	27500000	0.383492
chr4	27500001	27750000	0.354068
chr4	27750001	28000000	0.354064
chr4	28000001	28250000	0.354404
chr4	28250001	28500000	0.359420
chr4	28500001	28750000	0.354848
chr4	28750001	29000000	0.352996
chr4	29000001	29250000	0.343584
chr4	29250001	29500000	0.341964
chr4	29500001	29750000	0.343608
chr4	29750001	30000000	0.343720
chr4	30000001	30250000	0.351972
chr4	30250001	30500000	0.344272
chr4	30500001	30750000	0.366112
chr4	30750001	31000000	0.354924
chr4	31000001	31250000	0.358200
chr4	31250001	31500000	0.353172
chr4	31500001	31750000	0.346624
chr4	31750001	32000000	0.345437
chr4	32000001	32250000	0.355716
chr4	32250001	32500000	0.343136
chr4	32500001	32750000	0.345608
chr4	32750001	33000000	0.342861
chr4	33000001	33250000	0.352576
chr4	33250001	33500000	0.344864
chr4	33500001	33750000	0.354128
chr4	33750001	34000000	0.343332
chr4	34000001	34250000	0.341792
chr4	34250001	34500000	0.345280
chr4	34500001	34750000	0.344372
chr4	34750001	35000000	0.338472
chr4	35000001	35250000	0.348700
chr4	35250001	35500000	0.348992
chr4	35500001	35750000	0.343356
chr4	35750001	36000000	0.358268
chr4	36000001	36250000	0.356176
chr4	36250001	36500000	0.369092
chr4	36500001	36750000	0.365972
chr4	36750001	37000000	0.366996
chr4	37000001	37250000	0.378548
chr4	37250001	37500000	0.387756
chr4	37500001	37750000	0.420292
chr4	37750001	38000000	0.420988
chr4	38000001	38250000	0.432988
chr4	38250001	38500000	0.411664
chr4	38500001	38750000	0.422204
chr4	38750001	39000000	0.415920
chr4	39000001	39250000	0.382320
chr4	39250001	39500000	0.410764
chr4	39500001	39750000	0.423124
chr4	39750001	40000000	0.419816
chr4	40000001	40250000	0.423688
chr4	40250001	40500000	0.433820
chr4	40500001	40750000	0.435960
chr4	40750001	41000000	0.430756
chr4	41000001	41250000	0.407328
chr4	41250001	41500000	0.416504
chr4	41500001	41750000	0.400968
chr4	41750001	42000000	0.405704
chr4	42000001	42250000	0.401956
chr4	42250001	42500000	0.412828
chr4	42500001	42750000	0.378348
chr4	42750001	43000000	0.375444
chr4	43000001	43250000	0.367316
chr4	43250001	43500000	0.355508
chr4	43500001	43750000	0.356508
chr4	43750001	44000000	0.354772
chr4	44000001	44250000	0.360972
chr4	44250001	44500000	0.355288
chr4	44500001	44750000	0.361736
chr4	44750001	45000000	0.365552
chr4	45000001	45250000	0.353420
chr4	45250001	45500000	0.349440
chr4	45500001	45750000	0.357024
chr4	45750001	46000000	0.351032
chr4	46000001	46250000	0.344356
chr4	46250001	46500000	0.358948
chr4	46500001	46750000	0.364248
chr4	46750001	47000000	0.363316
chr4	47000001	47250000	0.360880
chr4	47250001	47500000	0.374392
chr4	47500001	47750000	0.382480
chr4	47750001	48000000	0.377300
chr4	48000001	48250000	0.400028
chr4	48250001	48500000	0.397548
chr4	48500001	48750000	0.366352
chr4	48750001	49000000	0.407160
chr4	49000001	49250000	0.412440
chr4	49250001	49500000	0.465370
chr4	49500001	49750000	0.414022
chr4	49750001	50000000	0.375588
chr4	50000001	50250000	0.375000
chr4	50250001	50500000	0.374850
chr4	50500001	50750000	0.375732
chr4	50750001	51000000	0.375216
chr4	51000001	51250000	0.374958
chr4	51250001	51500000	0.375062
chr4	51500001	51750000	0.375887
chr4	51750001	52000000	0.406738
chr4	52000001	52250000	0.394688
chr4	52250001	52500000	0.399632
chr4	52500001	52750000	0.413148
chr4	52750001	53000000	0.427700
chr4	53000001	53250000	0.386056
chr4	53250001	53500000	0.384236
chr4	53500001	53750000	0.415272
chr4	53750001	54000000	0.411464
chr4	54000001	54250000	0.417548
chr4	54250001	54500000	0.414088
chr4	54500001	54750000	0.414152
chr4	54750001	55000000	0.399496
chr4	55000001	55250000	0.395876
chr4	55250001	55500000	0.397872
chr4	55500001	55750000	0.390244
chr4	55750001	56000000	0.381708
chr4	56000001	56250000	0.401092
chr4	56250001	56500000	0.403188
chr4	56500001	56750000	0.425020
chr4	56750001	57000000	0.443180
chr4	57000001	57250000	0.421240
chr4	57250001	57500000	0.395520
chr4	57500001	57750000	0.382952
chr4	57750001	58000000	0.361844
chr4	58000001	58250000	0.357888
chr4	58250001	58500000	0.367480
chr4	58500001	58750000	0.348876
chr4	58750001	59000000	0.328809
chr4	59000001	59250000	0.348848
chr4	59250001	59500000	0.342540
chr4	59500001	59750000	0.353156
chr4	59750001	60000000	0.346788
chr4	60000001	60250000	0.342060
chr4	60250001	60500000	0.351316
chr4	60500001	60750000	0.351196
chr4	60750001	61000000	0.350672
chr4	61000001	61250000	0.362880
chr4	61250001	61500000	0.346288
chr4	61500001	61750000	0.351596
chr4	61750001	62000000	0.365548
chr4	62000001	62250000	0.348428
chr4	62250001	62500000	0.362672
chr4	62500001	62750000	0.350532
chr4	62750001	63000000	0.343780
chr4	63000001	63250000	0.354932
chr4	63250001	63500000	0.340656
chr4	63500001	63750000	0.344140
chr4	63750001	64000000	0.333736
chr4	64000001	64250000	0.349212
chr4	64250001	64500000	0.343308
chr4	64500001	64750000	0.349472
chr4	64750001	65000000	0.344576
chr4	65000001	65250000	0.353352
chr4	65250001	65500000	0.338740
chr4	65500001	65750000	0.336704
chr4	65750001	66000000	0.350948
chr4	66000001	66250000	0.347260
chr4	66250001	66500000	0.346892
chr4	66500001	66750000	0.352244
chr4	66750001	67000000	0.357700
chr4	67000001	67250000	0.364992
chr4	67250001	67500000	0.389364
chr4	67500001	67750000	0.369040
chr4	67750001	68000000	0.367776
chr4	68000001	68250000	0.365400
chr4	68250001	68500000	0.376784
chr4	68500001	68750000	0.371724
chr4	68750001	69000000	0.354416
chr4	69000001	69250000	0.351772
chr4	69250001	69500000	0.350836
chr4	69500001	69750000	0.360564
chr4	69750001	70000000	0.354536
chr4	70000001	70250000	0.342028
chr4	70250001	70500000	0.369708
chr4	70500001	70750000	0.387284
chr4	70750001	71000000	0.409228
chr4	71000001	71250000	0.393148
chr4	71250001	71500000	0.375076
chr4	71500001	71750000	0.373296
chr4	71750001	72000000	0.362856
chr4	72000001	72250000	0.367216
chr4	72250001	72500000	0.355212
chr4	72500001	72750000	0.373572
chr4	72750001	73000000	0.383616
chr4	73000001	73250000	0.371536
chr4	73250001	73500000	0.377052
chr4	73500001	73750000	0.377080
chr4	73750001	74000000	0.376268
chr4	74000001	74250000	0.367648
chr4	74250001	74500000	0.368612
chr4	74500001	74750000	0.370416
chr4	74750001	75000000	0.385516
chr4	75000001	75250000	0.394944
chr4	75250001	75500000	0.392264
chr4	75500001	75750000	0.405140
chr4	75750001	76000000	0.408464
chr4	76000001	76250000	0.400536
chr4	76250001	76500000	0.400896
chr4	76500001	76750000	0.415020
chr4	76750001	77000000	0.414616
chr4	77000001	77250000	0.416808
chr4	77250001	77500000	0.426776
chr4	77500001	77750000	0.395064
chr4	77750001	78000000	0.379932
chr4	78000001	78250000	0.393180
chr4	78250001	78500000	0.399116
chr4	78500001	78750000	0.403240
chr4	78750001	79000000	0.366212
chr4	79000001	79250000	0.366100
chr4	79250001	79500000	0.361692
chr4	79500001	79750000	0.361632
chr4	79750001	80000000	0.350888
chr4	80000001	80250000	0.376212
chr4	80250001	80500000	0.375692
chr4	80500001	80750000	0.352096
chr4	80750001	81000000	0.352356
chr4	81000001	81250000	0.378328
chr4	81250001	81500000	0.388408
chr4	81500001	81750000	0.387136
chr4	81750001	82000000	0.391200
chr4	82000001	82250000	0.390340
chr4	82250001	82500000	0.417572
chr4	82500001	82750000	0.425296
chr4	82750001	83000000	0.401780
chr4	83000001	83250000	0.422364
chr4	83250001	83500000	0.407112
chr4	83500001	83750000	0.398636
chr4	83750001	84000000	0.377664
chr4	84000001	84250000	0.379676
chr4	84250001	84500000	0.384836
chr4	84500001	84750000	0.391352
chr4	84750001	85000000	0.366016
chr4	85000001	85250000	0.377724
chr4	85250001	85500000	0.370932
chr4	85500001	85750000	0.366996
chr4	85750001	86000000	0.367364
chr4	86000001	86250000	0.366048
chr4	86250001	86500000	0.379176
chr4	86500001	86750000	0.368288
chr4	86750001	87000000	0.408128
chr4	87000001	87250000	0.395620
chr4	87250001	87500000	0.399520
chr4	87500001	87750000	0.390976
chr4	87750001	88000000	0.387276
chr4	88000001	88250000	0.410600
chr4	88250001	88500000	0.408388
chr4	88500001	88750000	0.394664
chr4	88750001	89000000	0.377104
chr4	89000001	89250000	0.386620
chr4	89250001	89500000	0.379432
chr4	89500001	89750000	0.367488
chr4	89750001	90000000	0.357956
chr4	90000001	90250000	0.361600
chr4	90250001	90500000	0.353708
chr4	90500001	90750000	0.349136
chr4	90750001	91000000	0.346512
chr4	91000001	91250000	0.357992
chr4	91250001	91500000	0.346484
chr4	91500001	91750000	0.353320
chr4	91750001	92000000	0.352084
chr4	92000001	92250000	0.362020
chr4	92250001	92500000	0.349396
chr4	92500001	92750000	0.339924
chr4	92750001	93000000	0.344668
chr4	93000001	93250000	0.344568
chr4	93250001	93500000	0.344588
chr4	93500001	93750000	0.363960
chr4	93750001	94000000	0.370580
chr4	94000001	94250000	0.380688
chr4	94250001	94500000	0.374620
chr4	94500001	94750000	0.377044
chr4	94750001	95000000	0.371084
chr4	95000001	95250000	0.376376
chr4	95250001	95500000	0.369020
chr4	95500001	95750000	0.365796
chr4	95750001	96000000	0.362040
chr4	96000001	96250000	0.350540
chr4	96250001	96500000	0.354404
chr4	96500001	96750000	0.353752
chr4	96750001	97000000	0.354252
chr4	97000001	97250000	0.356216
chr4	97250001	97500000	0.361536
chr4	97500001	97750000	0.348552
chr4	97750001	98000000	0.362920
chr4	98000001	98250000	0.367428
chr4	98250001	98500000	0.379364
chr4	98500001	98750000	0.412488
chr4	98750001	99000000	0.395884
chr4	99000001	99250000	0.391248
chr4	99250001	99500000	0.379604
chr4	99500001	99750000	0.380928
chr4	99750001	100000000	0.385060
chr4	100000001	100250000	0.386052
chr4	100250001	100500000	0.365020
chr4	100500001	100750000	0.360832
chr4	100750001	101000000	0.370868
chr4	101000001	101250000	0.357352
chr4	101250001	101500000	0.368892
chr4	101500001	101750000	0.369292
chr4	101750001	102000000	0.356820
chr4	102000001	102250000	0.375628
chr4	102250001	102500000	0.382716
chr4	102500001	102750000	0.388820
chr4	102750001	103000000	0.379124
chr4	103000001	103250000	0.371572
chr4	103250001	103500000	0.374348
chr4	103500001	103750000	0.360120
chr4	103750001	104000000	0.357776
chr4	104000001	104250000	0.347500
chr4	104250001	104500000	0.348268
chr4	104500001	104750000	0.364440
chr4	104750001	105000000	0.364608
chr4	105000001	105250000	0.371620
chr4	105250001	105500000	0.373552
chr4	105500001	105750000	0.364520
chr4	105750001	106000000	0.371636
chr4	106000001	106250000	0.365888
chr4	106250001	106500000	0.363760
chr4	106500001	106750000	0.367192
chr4	106750001	107000000	0.356968
chr4	107000001	107250000	0.357560
chr4	107250001	107500000	0.374356
chr4	107500001	107750000	0.383388
chr4	107750001	108000000	0.388652
chr4	108000001	108250000	0.408424
chr4	108250001	108500000	0.402284
chr4	108500001	108750000	0.398804
chr4	108750001	109000000	0.381432
chr4	109000001	109250000	0.368364
chr4	109250001	109500000	0.392704
chr4	109500001	109750000	0.406532
chr4	109750001	110000000	0.385908
chr4	110000001	110250000	0.403512
chr4	110250001	110500000	0.400384
chr4	110500001	110750000	0.390008
chr4	110750001	111000000	0.356564
chr4	111000001	111250000	0.364484
chr4	111250001	111500000	0.352972
chr4	111500001	111750000	0.349596
chr4	111750001	112000000	0.362296
chr4	112000001	112250000	0.381556
chr4	112250001	112500000	0.396796
chr4	112500001	112750000	0.402056
chr4	112750001	113000000	0.391448
chr4	113000001	113250000	0.363736
chr4	113250001	113500000	0.376500
chr4	113500001	113750000	0.356652
chr4	113750001	114000000	0.368920
chr4	114000001	114250000	0.365380
chr4	114250001	114500000	0.361052
chr4	114500001	114750000	0.364824
chr4	114750001	115000000	0.347684
chr4	115000001	115250000	0.343816
chr4	115250001	115500000	0.344404
chr4	115500001	115750000	0.335468
chr4	115750001	116000000	0.345660
chr4	116000001	116250000	0.340348
chr4	116250001	116500000	0.345768
chr4	116500001	116750000	0.348204
chr4	116750001	117000000	0.338760
chr4	117000001	117250000	0.344028
chr4	117250001	117500000	0.343420
chr4	117500001	117750000	0.349648
chr4	117750001	118000000	0.365680
chr4	118000001	118250000	0.362600
chr4	118250001	118500000	0.384708
chr4	118500001	118750000	0.399864
chr4	118750001	119000000	0.386968
chr4	119000001	119250000	0.376852
chr4	119250001	119500000	0.395780
chr4	119500001	119750000	0.368216
chr4	119750001	120000000	0.363976
chr4	120000001	120250000	0.366104
chr4	120250001	120500000	0.357888
chr4	120500001	120750000	0.368892
chr4	120750001	121000000	0.375016
chr4	121000001	121250000	0.377572
chr4	121250001	121500000	0.378348
chr4	121500001	121750000	0.386560
chr4	121750001	122000000	0.382568
chr4	122000001	122250000	0.368232
chr4	122250001	122500000	0.360636
chr4	122500001	122750000	0.392904
chr4	122750001	123000000	0.388672
chr4	123000001	123250000	0.369128
chr4	123250001	123500000	0.396640
chr4	123500001	123750000	0.390104
chr4	123750001	124000000	0.365468
chr4	124000001	124250000	0.358820
chr4	124250001	124500000	0.364260
chr4	124500001	124750000	0.357232
chr4	124750001	125000000	0.357268
chr4	125000001	125250000	0.354056
chr4	125250001	125500000	0.348448
chr4	125500001	125750000	0.364800
chr4	125750001	126000000	0.345436
chr4	126000001	126250000	0.354344
chr4	126250001	126500000	0.344976
chr4	126500001	126750000	0.351488
chr4	126750001	127000000	0.357048
chr4	127000001	127250000	0.372044
chr4	127250001	127500000	0.370992
chr4	127500001	127750000	0.380708
chr4	127750001	128000000	0.378384
chr4	128000001	128250000	0.399248
chr4	128250001	128500000	0.401708
chr4	128500001	128750000	0.414352
chr4	128750001	129000000	0.393100
chr4	129000001	129250000	0.368048
chr4	129250001	129500000	0.376720
chr4	129500001	129750000	0.355192
chr4	129750001	130000000	0.354840
chr4	130000001	130250000	0.354820
chr4	130250001	130500000	0.347688
chr4	130500001	130750000	0.347968
chr4	130750001	131000000	0.342444
chr4	131000001	131250000	0.341880
chr4	131250001	131500000	0.348576
chr4	131500001	131750000	0.377836
chr4	131750001	132000000	0.357468
chr4	132000001	132250000	0.348144
chr4	132250001	132500000	0.342772
chr4	132500001	132750000	0.340948
chr4	132750001	133000000	0.347168
chr4	133000001	133250000	0.343628
chr4	133250001	133500000	0.343664
chr4	133500001	133750000	0.351700
chr4	133750001	134000000	0.346120
chr4	134000001	134250000	0.344296
chr4	134250001	134500000	0.343512
chr4	134500001	134750000	0.344052
chr4	134750001	135000000	0.347312
chr4	135000001	135250000	0.345244
chr4	135250001	135500000	0.345768
chr4	135500001	135750000	0.340268
chr4	135750001	136000000	0.338168
chr4	136000001	136250000	0.334968
chr4	136250001	136500000	0.349404
chr4	136500001	136750000	0.352116
chr4	136750001	137000000	0.358140
chr4	137000001	137250000	0.339724
chr4	137250001	137500000	0.358624
chr4	137500001	137750000	0.356652
chr4	137750001	138000000	0.351288
chr4	138000001	138250000	0.367600
chr4	138250001	138500000	0.371732
chr4	138500001	138750000	0.393032
chr4	138750001	139000000	0.417528
chr4	139000001	139250000	0.414756
chr4	139250001	139500000	0.402408
chr4	139500001	139750000	0.431992
chr4	139750001	140000000	0.415084
chr4	140000001	140250000	0.408012
chr4	140250001	140500000	0.391564
chr4	140500001	140750000	0.403688
chr4	140750001	141000000	0.395780
chr4	141000001	141250000	0.382508
chr4	141250001	141500000	0.378420
chr4	141500001	141750000	0.365132
chr4	141750001	142000000	0.372116
chr4	142000001	142250000	0.359524
chr4	142250001	142500000	0.368108
chr4	142500001	142750000	0.364224
chr4	142750001	143000000	0.373032
chr4	143000001	143250000	0.373952
chr4	143250001	143500000	0.395532
chr4	143500001	143750000	0.382400
chr4	143750001	144000000	0.378388
chr4	144000001	144250000	0.374668
chr4	144250001	144500000	0.365320
chr4	144500001	144750000	0.375240
chr4	144750001	145000000	0.376420
chr4	145000001	145250000	0.381848
chr4	145250001	145500000	0.393260
chr4	145500001	145750000	0.396624
chr4	145750001	146000000	0.408148
chr4	146000001	146250000	0.402652
chr4	146250001	146500000	0.370076
chr4	146500001	146750000	0.390412
chr4	146750001	147000000	0.366168
chr4	147000001	147250000	0.377344
chr4	147250001	147500000	0.380672
chr4	147500001	147750000	0.405500
chr4	147750001	148000000	0.404580
chr4	148000001	148250000	0.405420
chr4	148250001	148500000	0.373468
chr4	148500001	148750000	0.373224
chr4	148750001	149000000	0.379144
chr4	149000001	149250000	0.375916
chr4	149250001	149500000	0.355508
chr4	149500001	149750000	0.358516
chr4	149750001	150000000	0.365600
chr4	150000001	150250000	0.398420
chr4	150250001	150500000	0.363628
chr4	150500001	150750000	0.358808
chr4	150750001	151000000	0.366900
chr4	151000001	151250000	0.418260
chr4	151250001	151500000	0.403132
chr4	151500001	151750000	0.415504
chr4	151750001	152000000	0.419256
chr4	152000001	152250000	0.429488
chr4	152250001	152500000	0.368896
chr4	152500001	152750000	0.416460
chr4	152750001	153000000	0.401268
chr4	153000001	153250000	0.437284
chr4	153250001	153500000	0.412240
chr4	153500001	153750000	0.407940
chr4	153750001	154000000	0.402852
chr4	154000001	154250000	0.393836
chr4	154250001	154500000	0.382244
chr4	154500001	154750000	0.378480
chr4	154750001	155000000	0.382020
chr4	155000001	155250000	0.370764
chr4	155250001	155500000	0.373200
chr4	155500001	155750000	0.373092
chr4	155750001	156000000	0.369228
chr4	156000001	156250000	0.359080
chr4	156250001	156500000	0.356000
chr4	156500001	156750000	0.362724
chr4	156750001	157000000	0.362908
chr4	157000001	157250000	0.358624
chr4	157250001	157500000	0.344676
chr4	157500001	157750000	0.358728
chr4	157750001	158000000	0.357604
chr4	158000001	158250000	0.369852
chr4	158250001	158500000	0.376024
chr4	158500001	158750000	0.387164
chr4	158750001	159000000	0.405860
chr4	159000001	159250000	0.384892
chr4	159250001	159500000	0.393592
chr4	159500001	159750000	0.383480
chr4	159750001	160000000	0.367568
chr4	160000001	160250000	0.364152
chr4	160250001	160500000	0.355512
chr4	160500001	160750000	0.348968
chr4	160750001	161000000	0.336304
chr4	161000001	161250000	0.346804
chr4	161250001	161500000	0.350980
chr4	161500001	161750000	0.338464
chr4	161750001	162000000	0.338292
chr4	162000001	162250000	0.339012
chr4	162250001	162500000	0.347296
chr4	162500001	162750000	0.356288
chr4	162750001	163000000	0.364976
chr4	163000001	163250000	0.379980
chr4	163250001	163500000	0.375676
chr4	163500001	163750000	0.366544
chr4	163750001	164000000	0.351448
chr4	164000001	164250000	0.353460
chr4	164250001	164500000	0.355928
chr4	164500001	164750000	0.384612
chr4	164750001	165000000	0.402876
chr4	165000001	165250000	0.419664
chr4	165250001	165500000	0.383320
chr4	165500001	165750000	0.379656
chr4	165750001	166000000	0.364672
chr4	166000001	166250000	0.350884
chr4	166250001	166500000	0.347456
chr4	166500001	166750000	0.354608
chr4	166750001	167000000	0.350528
chr4	167000001	167250000	0.347148
chr4	167250001	167500000	0.356516
chr4	167500001	167750000	0.354492
chr4	167750001	168000000	0.361732
chr4	168000001	168250000	0.361372
chr4	168250001	168500000	0.377336
chr4	168500001	168750000	0.394796
chr4	168750001	169000000	0.400708
chr4	169000001	169250000	0.407756
chr4	169250001	169500000	0.393336
chr4	169500001	169750000	0.370796
chr4	169750001	170000000	0.415700
chr4	170000001	170250000	0.403864
chr4	170250001	170500000	0.372496
chr4	170500001	170750000	0.364896
chr4	170750001	171000000	0.343644
chr4	171000001	171250000	0.345824
chr4	171250001	171500000	0.342728
chr4	171500001	171750000	0.362008
chr4	171750001	172000000	0.355012
chr4	172000001	172250000	0.351788
chr4	172250001	172500000	0.358192
chr4	172500001	172750000	0.363408
chr4	172750001	173000000	0.387856
chr4	173000001	173250000	0.394344
chr4	173250001	173500000	0.389328
chr4	173500001	173750000	0.403084
chr4	173750001	174000000	0.367080
chr4	174000001	174250000	0.362432
chr4	174250001	174500000	0.367996
chr4	174500001	174750000	0.362760
chr4	174750001	175000000	0.358896
chr4	175000001	175250000	0.353140
chr4	175250001	175500000	0.371088
chr4	175500001	175750000	0.356664
chr4	175750001	176000000	0.355520
chr4	176000001	176250000	0.362932
chr4	176250001	176500000	0.376532
chr4	176500001	176750000	0.369376
chr4	176750001	177000000	0.360744
chr4	177000001	177250000	0.370108
chr4	177250001	177500000	0.386820
chr4	177500001	177750000	0.373624
chr4	177750001	178000000	0.356880
chr4	178000001	178250000	0.353516
chr4	178250001	178500000	0.347676
chr4	178500001	178750000	0.347856
chr4	178750001	179000000	0.354948
chr4	179000001	179250000	0.349344
chr4	179250001	179500000	0.360108
chr4	179500001	179750000	0.365268
chr4	179750001	180000000	0.351256
chr4	180000001	180250000	0.353000
chr4	180250001	180500000	0.356472
chr4	180500001	180750000	0.368216
chr4	180750001	181000000	0.372764
chr4	181000001	181250000	0.376532
chr4	181250001	181500000	0.369572
chr4	181500001	181750000	0.390660
chr4	181750001	182000000	0.383940
chr4	182000001	182250000	0.396872
chr4	182250001	182500000	0.390332
chr4	182500001	182750000	0.377924
chr4	182750001	183000000	0.448364
chr4	183000001	183250000	0.404908
chr4	183250001	183500000	0.439488
chr4	183500001	183750000	0.426992
chr4	183750001	184000000	0.429776
chr4	184000001	184250000	0.432296
chr4	184250001	184500000	0.442364
chr4	184500001	184750000	0.423352
chr4	184750001	185000000	0.448620
chr4	185000001	185250000	0.429876
chr4	185250001	185500000	0.400340
chr4	185500001	185750000	0.406636
chr4	185750001	186000000	0.404592
chr4	186000001	186250000	0.427428
chr4	186250001	186500000	0.418848
chr4	186500001	186750000	0.421400
chr4	186750001	187000000	0.407192
chr4	187000001	187250000	0.391548
chr4	187250001	187500000	0.388860
chr4	187500001	187750000	0.385112
chr4	187750001	188000000	0.393792
chr4	188000001	188250000	0.436456
chr4	188250001	188500000	0.406600
chr4	188500001	188750000	0.384280
chr4	188750001	189000000	0.374888
chr4	189000001	189250000	0.390440
chr4	189250001	189500000	0.402660
chr4	189500001	189750000	0.415564
chr4	189750001	190000000	0.412548
chr4	190000001	190214555	0.495125
chr5	1	250000	0.483667
chr5	250001	500000	0.531872
chr5	500001	750000	0.537916
chr5	750001	1000000	0.516984
chr5	1000001	1250000	0.590672
chr5	1250001	1500000	0.541380
chr5	1500001	1750000	0.503996
chr5	1750001	2000000	0.509864
chr5	2000001	2250000	0.461676
chr5	2250001	2500000	0.454528
chr5	2500001	2750000	0.460800
chr5	2750001	3000000	0.428980
chr5	3000001	3250000	0.447712
chr5	3250001	3500000	0.446136
chr5	3500001	3750000	0.449712
chr5	3750001	4000000	0.418420
chr5	4000001	4250000	0.415612
chr5	4250001	4500000	0.391060
chr5	4500001	4750000	0.393348
chr5	4750001	5000000	0.399512
chr5	5000001	5250000	0.406952
chr5	5250001	5500000	0.433316
chr5	5500001	5750000	0.424864
chr5	5750001	6000000	0.412868
chr5	6000001	6250000	0.426684
chr5	6250001	6500000	0.452328
chr5	6500001	6750000	0.454700
chr5	6750001	7000000	0.429548
chr5	7000001	7250000	0.401044
chr5	7250001	7500000	0.404812
chr5	7500001	7750000	0.402824
chr5	7750001	8000000	0.414276
chr5	8000001	8250000	0.391260
chr5	8250001	8500000	0.389096
chr5	8500001	8750000	0.378444
chr5	8750001	9000000	0.381928
chr5	9000001	9250000	0.403356
chr5	9250001	9500000	0.397312
chr5	9500001	9750000	0.405868
chr5	9750001	10000000	0.410976
chr5	10000001	10250000	0.424784
chr5	10250001	10500000	0.440588
chr5	10500001	10750000	0.472688
chr5	10750001	11000000	0.426416
chr5	11000001	11250000	0.411816
chr5	11250001	11500000	0.395516
chr5	11500001	11750000	0.379936
chr5	11750001	12000000	0.373904
chr5	12000001	12250000	0.360696
chr5	12250001	12500000	0.356784
chr5	12500001	12750000	0.356020
chr5	12750001	13000000	0.350856
chr5	13000001	13250000	0.358460
chr5	13250001	13500000	0.377060
chr5	13500001	13750000	0.392912
chr5	13750001	14000000	0.395400
chr5	14000001	14250000	0.427712
chr5	14250001	14500000	0.435384
chr5	14500001	14750000	0.438488
chr5	14750001	15000000	0.426460
chr5	15000001	15250000	0.390204
chr5	15250001	15500000	0.386636
chr5	15500001	15750000	0.397648
chr5	15750001	16000000	0.395196
chr5	16000001	16250000	0.399492
chr5	16250001	16500000	0.397976
chr5	16500001	16750000	0.438528
chr5	16750001	17000000	0.442820
chr5	17000001	17250000	0.436960
chr5	17250001	17500000	0.411976
chr5	17500001	17750000	0.415415
chr5	17750001	18000000	0.367924
chr5	18000001	18250000	0.357296
chr5	18250001	18500000	0.363768
chr5	18500001	18750000	0.363524
chr5	18750001	19000000	0.341056
chr5	19000001	19250000	0.349172
chr5	19250001	19500000	0.353520
chr5	19500001	19750000	0.347276
chr5	19750001	20000000	0.348872
chr5	20000001	20250000	0.345704
chr5	20250001	20500000	0.354224
chr5	20500001	20750000	0.354200
chr5	20750001	21000000	0.351876
chr5	21000001	21250000	0.353564
chr5	21250001	21500000	0.371680
chr5	21500001	21750000	0.350580
