PRAS40	chr2R	14481186	16126	+	31	0,604,13361,1189,66,173,67,666
Fatp1	chr2L	10510671	6547	-	68	0,1937,59,202,65,630,2921,408,101,224
CG46191	chrY	3215546	309	-	12	0,309
CG46192	chrY	3252955	402	-	12	0,402
CG46193	chrY	3263179	309	+	12	0,309
CG46244	chr2L	19606568	124993	+	12	0,513,3528,1017,32641,132,74,162,46382,180,10026,237,61,147,81,276,301,24,12538,101,771,193,1105,151,108,137,8440,140,96,3342,66,111,70,306,68,1468
CG46270	chr3R	10428136	288	-	12	0,288
SdicA	chrX	20189602	4615	-	14	0,813,67,923,383,177,1909,128,68,147
SdicA	chrX	20197318	4615	-	14	0,813,67,923,383,177,1909,128,68,147
SdicA	chrX	20205042	4561	-	14	0,813,67,923,383,177,1855,128,68,147
SdicB	chrX	20189602	4615	-	14	0,813,67,923,383,177,1909,128,68,147
SdicB	chrX	20197318	4615	-	14	0,813,67,923,383,177,1909,128,68,147
SdicB	chrX	20205042	4561	-	14	0,813,67,923,383,177,1855,128,68,147
SdicC	chrX	20212737	4522	-	15	0,1769,378,177,1855,128,68,147
CG46280	chr3R	13026282	4377	-	17	0,1684,60,120,58,680,1034,236,67,86,106,246
CG46281	chr3R	13028919	1388	-	12	0,1235,67,86
solo	chr2L	15061655	10478	+	29	0,127,6599,48,53,388,163,1063,326,1711
vas	chr2L	15061655	12656	+	734	0,127,6599,48,53,388,3467,290,59,744,58,214,64,272,71,202
asRNA:CR11538	chr3L	12129102	2386	-	3	0,2386
asRNA:CR32224	chr3L	20207865	936	-	2	0,936
lncRNA:CR32582	chrX	15835600	1323	+	8	0,23,491,94,73,393,63,186
lncRNA:CR32636	chrX	13332373	1484	+	2	0,1484
lncRNA:CR32652	chrX	12411017	1164	-	8	0,293,54,225,54,173,57,118,111,79
asRNA:CR42254	chr2R	14769598	1697	-	8	0,725,61,589,264,58
lncRNA:CR42715	chr2R	14639360	402	+	2	0,70,65,267
lncRNA:CR43104	chr2R	16736812	1073	-	3	0,630,49,394
lncRNA:CR43132	chrX	15689489	1657	+	3	0,42,1155,87,74,299
lncRNA:CR43150	chr3L	70850	546	+	1	0,176,70,300
lncRNA:CR43166	chr3R	24825790	681	-	2	0,154,436,91
lncRNA:CR43174	chr3L	17934031	12083	+	5	0,314,398,829,9764,778
lncRNA:CR43193	chrX	20864812	919	+	1	0,519,54,346
lncRNA:CR43278	chrX	7488952	4324	-	1	0,531,66,176,1691,194,1499,167
lncRNA:CR43406	chr2L	18251380	1317	+	1	0,218,54,257,420,368
lncRNA:CR43695	chrX	8324490	699	-	1	0,699
lncRNA:CR45761	chr3R	5890841	1085	+	1	0,1085
lncRNA:CR45762	chr3R	5914315	1020	+	1	0,1020
asRNA:CR45778	chr2L	11011161	974	-	2	0,974
lncRNA:CR45788	chr3R	26610433	446	+	2	0,75,49,322
asRNA:CR45789	chr2L	10392866	568	-	1	0,568
lncRNA:CR45790	chr3R	9821389	870	+	1	0,870
lncRNA:CR45791	chr2L	4185267	826	-	1	0,499,129,198
lncRNA:CR45792	chrX	4985670	727	+	2	0,727
lncRNA:CR45793	chr3R	5263756	755	-	2	0,755
asRNA:CR45797	chrX	487897	436	-	1	0,436
asRNA:CR45798	chr3R	21266254	1540	+	1	0,141,546,853
asRNA:CR45800	chr3R	20325528	732	+	1	0,732
asRNA:CR45801	chr3L	21028958	743	-	1	0,743
asRNA:CR45802	chr3L	2118497	1070	+	1	0,224,61,785
lncRNA:CR45803	chr3L	21950100	1448	-	1	0,1448
asRNA:CR45804	chr3L	9693820	885	+	1	0,885
lncRNA:CR45805	chr3L	130729	842	-	1	0,842
asRNA:CR45806	chr3L	175137	967	+	1	0,967
asRNA:CR45807	chr3L	599398	1516	+	2	0,1273,57,186
lncRNA:CR45808	chr3L	553215	524	+	1	0,524
lncRNA:CR45809	chr3L	961768	703	+	1	0,703
lncRNA:CR45810	chr3L	962755	344	+	1	0,344
lncRNA:CR45811	chr3L	1001026	1169	+	1	0,112,73,984
asRNA:CR45812	chr3L	1494498	621	+	1	0,621
asRNA:CR45813	chr3L	1549447	453	-	1	0,453
asRNA:CR45814	chr3L	1617484	706	+	1	0,706
asRNA:CR45815	chr3L	1648627	1072	-	1	0,466,84,522
asRNA:CR45818	chr3L	1796853	419	-	1	0,419
lncRNA:CR45819	chr3L	3137598	414	+	1	0,414
lncRNA:CR45820	chr3L	3555630	669	-	1	0,669
lncRNA:CR45821	chr3L	4792614	1103	-	1	0,1103
asRNA:CR45822	chr3L	7355716	882	+	1	0,882
lncRNA:CR45823	chr3L	8844943	871	-	2	0,871
lncRNA:CR45824	chr3L	12380251	1219	+	1	0,1219
lncRNA:CR45825	chr3L	13550873	935	-	1	0,935
lncRNA:CR45826	chr3L	1927622	530	-	1	0,530
asRNA:CR45827	chr3L	1963142	1143	+	1	0,1143
asRNA:CR45828	chr3L	1963212	488	-	1	0,488
asRNA:CR45829	chr3L	2267721	839	-	1	0,839
asRNA:CR45830	chr3L	4655404	926	+	1	0,926
asRNA:CR45831	chr3L	5767320	1384	+	1	0,1384
asRNA:CR45832	chr3L	7037824	523	-	1	0,304,82,137
lncRNA:CR45833	chr3L	7350403	399	+	1	0,399
asRNA:CR45834	chr3L	1784394	406	+	1	0,406
asRNA:CR45835	chr3L	7361638	1960	-	2	0,1960
pre-rRNA:CR45856	chrX	23278006	5725	-	1	0,5725
2SrRNA:CR45864	chrX	23291699	30	+	1	0,30
2SrRNA:CR45864	chrX	23538003	30	-	1	0,30
asRNA:CR45865	chr3L	16612499	328	-	1	0,328
lncRNA:CR45866	chr3L	7629990	518	-	1	0,518
asRNA:CR45867	chr3L	8055800	408	+	1	0,408
asRNA:CR45868	chr3L	8057500	593	+	1	0,593
asRNA:CR45869	chr3L	8183582	416	+	1	0,416
asRNA:CR45870	chr3L	8184251	970	+	1	0,970
asRNA:CR45871	chr3L	8891555	2245	-	1	0,2245
asRNA:CR45872	chr3L	9438983	467	+	1	0,467
asRNA:CR45873	chr3L	9456338	958	+	1	0,958
asRNA:CR45874	chr3L	9510016	873	+	1	0,873
asRNA:CR45875	chr3L	9890815	1294	-	1	0,1294
lncRNA:CR45876	chr3L	9991735	848	+	1	0,848
lncRNA:CR45877	chr3L	9999830	1037	+	1	0,1037
lncRNA:CR45878	chr3L	10048301	626	+	1	0,626
lncRNA:CR45880	chr3L	11667277	621	+	1	0,621
lncRNA:CR45881	chr3L	11666318	761	+	1	0,761
asRNA:CR45882	chr3L	11668210	667	+	1	0,667
lncRNA:CR45883	chr3L	11667283	542	-	1	0,542
lncRNA:CR45884	chr3L	11672612	362	+	1	0,362
asRNA:CR45885	chr3L	11687343	1047	-	1	0,1047
asRNA:CR45886	chr3L	13379141	513	-	1	0,513
lncRNA:CR45887	chr3L	14134721	381	-	1	0,381
lncRNA:CR45888	chr3L	14661454	492	-	1	0,492
asRNA:CR45889	chr3L	16042394	574	+	1	0,574
asRNA:CR45890	chr3L	16302543	988	+	1	0,988
asRNA:CR45891	chr3R	15802853	642	-	1	0,642
asRNA:CR45892	chr3L	12132454	1151	-	1	0,581,268,302
lncRNA:CR45893	chr3L	16343188	2053	+	1	0,298,307,299,65,1084
asRNA:CR45894	chr3L	16353497	419	+	1	0,419
asRNA:CR45895	chr3L	16587110	695	-	1	0,361,59,275
asRNA:CR45896	chr3L	7510941	2413	-	1	0,2413
lncRNA:CR45897	chr3L	16700828	641	-	1	0,641
lncRNA:CR45898	chr3L	16882190	349	+	1	0,349
lncRNA:CR45899	chr3R	7000491	932	+	1	0,932
lncRNA:CR45900	chr3R	6858838	354	-	1	0,354
lncRNA:CR45901	chr3R	6833362	885	+	1	0,885
lncRNA:CR45902	chr3R	6834342	625	-	1	0,625
lncRNA:CR45903	chr3R	6835379	311	-	1	0,311
lncRNA:CR45904	chr3R	6835868	490	+	1	0,490
lncRNA:CR45905	chr3R	6836665	943	+	1	0,943
lncRNA:CR45906	chr3R	7110011	253	+	1	0,253
asRNA:CR45907	chr3R	7085659	481	+	1	0,481
asRNA:CR45908	chr3R	7074775	712	-	1	0,712
asRNA:CR45909	chr3R	7159228	3708	-	1	0,683,2816,209
lncRNA:CR45910	chr3R	25586441	2738	-	1	0,2738
lncRNA:CR45911	chr3R	15417319	3391	-	1	0,3391
asRNA:CR45912	chr3L	18858689	7418	-	2	0,7418
lncRNA:CR45913	chr2L	13745447	2441	-	1	0,2441
lncRNA:CR45914	chr3R	13466494	228	+	1	0,228
lncRNA:CR45915	chr3R	6810818	428	+	1	0,428
lncRNA:CR45916	chr3L	19562635	3898	+	1	0,3898
lncRNA:CR45917	chr3R	25650571	986	+	1	0,986
lncRNA:CR45918	chr2R	9310328	2909	-	1	0,2909
lncRNA:CR45919	chr2L	17560812	5739	+	2	0,5739
lncRNA:CR45920	chr3L	21668034	2009	-	1	0,2009
lncRNA:CR45921	chr3L	17981320	521	-	1	0,521
lncRNA:CR45922	chr3L	18037722	558	-	1	0,558
lncRNA:dntRL	chr2R	4621117	1364	-	9	0,1364
asRNA:CR45924	chr2R	9075157	794	-	1	0,794
asRNA:CR45925	chr2R	19396499	350	+	1	0,350
asRNA:CR45926	chr2R	23905333	1367	+	1	0,427,58,882
asRNA:CR45927	chr2R	15540886	414	+	1	0,414
asRNA:CR45928	chr2R	23850329	1171	+	1	0,1171
asRNA:CR45929	chrX	1900767	395	+	1	0,395
lncRNA:CR45935	chr3L	18230628	428	+	1	0,428
lncRNA:CR45936	chr3L	18243699	540	+	1	0,540
lncRNA:CR45937	chr3L	18234245	515	-	1	0,515
lncRNA:CR45938	chr3L	18753796	289	-	1	0,289
lncRNA:CR45939	chr3L	18772085	29227	-	1	0,279,25172,1319,1252,1205
lncRNA:CR45940	chr3L	19033316	584	-	1	0,584
lncRNA:CR45941	chr3L	19183997	729	-	1	0,729
lncRNA:CR45942	chr3L	20159989	497	+	1	0,497
asRNA:CR45943	chr3L	20838312	388	-	1	0,388
asRNA:CR45944	chr3L	21003706	495	+	1	0,495
lncRNA:CR45945	chr3L	21119412	389	+	1	0,389
lncRNA:CR45949	chr2L	9948907	2215	+	1	0,2215
lncRNA:CR45950	chr3R	24439866	644	-	1	0,644
asRNA:CR45951	chr3L	21194616	1520	+	1	0,1030,140,350
asRNA:CR45952	chr3L	21302420	1715	+	1	0,1134,70,122,72,317
lncRNA:CR45953	chr3L	21398316	625	+	2	0,625
lncRNA:CR45954	chr3L	21413302	341	+	1	0,341
asRNA:CR45955	chr3L	21636642	672	-	2	0,672
lncRNA:CR45956	chr3L	21642653	1549	-	1	0,1549
lncRNA:CR45957	chr3L	21767228	687	+	1	0,687
lncRNA:CR45958	chr3L	21776699	461	-	1	0,461
lncRNA:CR45959	chr3L	21904172	690	-	1	0,690
asRNA:CR45960	chr3L	22274082	1634	-	1	0,1409,54,171
lncRNA:CR45961	chr3L	22756795	533	+	1	0,533
lncRNA:CR45962	chr3L	22348167	59380	-	2	0,1931,56793,656
lncRNA:CR45963	chr3L	22345382	854	+	1	0,854
lncRNA:CR45964	chr3L	22350700	800	+	1	0,800
lncRNA:CR45965	chr3L	22359457	1411	-	1	0,1411
lncRNA:CR45966	chr3L	22424468	441	-	1	0,441
lncRNA:CR45967	chr3L	22607748	622	+	1	0,622
asRNA:CR45968	chr3L	22872379	1344	-	1	0,1344
asRNA:CR45969	chr3L	22871812	295	+	1	0,295
asRNA:CR45970	chr3L	22879258	1141	-	1	0,1141
lncRNA:CR45971	chr3L	22176422	1177	-	1	0,1177
lncRNA:CR45972	chr3L	22197782	459	+	1	0,459
lncRNA:CR45973	chr3L	20404269	3289	+	1	0,3289
asRNA:CR45974	chr3L	18303430	749	+	1	0,749
lncRNA:CR45975	chr3L	18302800	541	-	1	0,541
lncRNA:CR45976	chr3L	17696390	577	+	1	0,577
lncRNA:CR45977	chr3L	15629292	401	+	1	0,401
lncRNA:CR45978	chr3L	14949883	820	+	1	0,820
lncRNA:CR45979	chr3L	6505568	825	+	1	0,825
lncRNA:CR45980	chr3L	6376705	492	-	1	0,492
lncRNA:CR45981	chr3L	2621720	909	-	1	0,909
lncRNA:CR45982	chr3L	2628040	978	+	1	0,978
lncRNA:CR45983	chr3L	4744949	361	+	1	0,361
lncRNA:CR45984	chr3L	4749406	585	+	1	0,585
lncRNA:CR45985	chr3L	5142519	261	-	2	0,261
lncRNA:CR45991	chr3R	27411670	627	+	1	0,284,96,247
lncRNA:CR45993	chr2R	16153262	549	-	1	0,549
lncRNA:CR45994	chr2R	16153905	646	+	1	0,646
asRNA:CR45995	chrX	14181112	1604	-	1	0,1604
lncRNA:CR45996	chr3R	18698134	3156	-	1	0,200,52,160,2331,195,50,168
lncRNA:CR45997	chr2R	17262338	410	+	1	0,410
lncRNA:CR45998	chr3L	16017536	4046	+	1	0,322,77,389,493,404,407,368,477,1109
asRNA:CR45999	chr3R	4395548	2000	+	1	0,755,76,1169
lncRNA:CR46000	chr3L	6981211	492	-	1	0,492
lncRNA:CR46001	chr3L	6104849	349	-	1	0,349
lncRNA:CR46002	chr3L	509296	594	+	1	0,222,67,305
lncRNA:CR46003	chr3L	10286899	21055	-	4	0,21055
lncRNA:CR46004	chr3L	10306677	13923	+	2	0,455,5982,7486
asRNA:CR46005	chr3L	6125404	4486	+	2	0,4486
lncRNA:CR46006	chr3L	10323500	43950	+	3	0,371,2765,1026,4798,340,15392,38,10760,8460
lncRNA:CR46007	chr3R	11033379	824	-	1	0,824
lncRNA:CR46008	chr3R	11335550	757	-	1	0,757
lncRNA:CR46009	chr3R	11354347	776	+	1	0,776
lncRNA:CR46010	chr3R	11356105	496	-	1	0,496
lncRNA:CR46011	chr3R	11702912	796	+	2	0,796
asRNA:CR46012	chr3R	12221038	592	+	1	0,592
lncRNA:CR46013	chr3R	12266103	507	+	1	0,507
lncRNA:CR46014	chr3R	12276603	329	+	2	0,329
lncRNA:CR46015	chr3R	12370506	593	+	1	0,210,103,280
lncRNA:CR46016	chr3R	12532698	1088	-	1	0,1088
lncRNA:CR46017	chr3R	12614391	809	-	1	0,809
asRNA:CR46018	chr3R	12634191	553	-	1	0,553
lncRNA:CR46019	chr3R	13105069	422	-	1	0,422
asRNA:CR46020	chr3R	14264828	707	+	1	0,707
lncRNA:CR46021	chr3R	14527184	796	+	1	0,796
lncRNA:CR46022	chr3R	14528385	671	+	1	0,671
lncRNA:CR46023	chr3R	14535244	979	-	1	0,979
lncRNA:CR46024	chr3R	14840748	612	-	1	0,612
lncRNA:CR46028	chr3R	15922928	1259	-	1	0,1259
asRNA:CR46029	chr3R	16473228	7622	-	1	0,7622
lncRNA:CR46030	chr3R	16526930	486	-	1	0,486
lncRNA:CR46031	chr3L	14424500	1426	+	1	0,264,121,1041
lncRNA:CR46032	chr3L	14420601	693	-	1	0,693
asRNA:CR46033	chr3L	16663902	1011	+	1	0,1011
asRNA:CR46034	chr3R	17417501	518	-	1	0,518
lncRNA:CR46035	chr3R	17703694	1887	+	1	0,1887
lncRNA:CR46036	chr3R	17700740	1133	+	1	0,1133
lncRNA:flam	chrX	21631890	158841	+	127	0,748,399,43,878,148,1641,54,287,754,982,337,31501,31,53839,93,67004,102
asRNA:CR46038	chr3R	10122421	1991	+	1	0,226,59,433,49,890,61,273
lncRNA:CR46039	chr3R	19191980	1048	+	1	0,71,75,902
lncRNA:CR46040	chr3R	19921312	359	+	2	0,359
lncRNA:CR46041	chr3R	19058019	500	+	1	0,500
lncRNA:CR46043	chr3R	20238506	585	-	1	0,585
asRNA:CR46044	chr3R	20588002	547	+	1	0,547
asRNA:CR46045	chr3R	21102007	882	-	1	0,882
lncRNA:CR46046	chr3R	21401653	636	-	1	0,636
asRNA:CR46047	chr3L	19474730	912	+	1	0,912
asRNA:CR46048	chr3L	19294726	472	-	1	0,472
asRNA:CR46049	chr3L	11474819	641	-	1	0,641
asRNA:CR46050	chr3L	11229028	409	-	1	0,409
lncRNA:CR46052	chr3R	17429761	345	+	1	0,345
lncRNA:CR46053	chr3R	17432380	490	+	1	0,490
asRNA:CR46054	chr3R	22337063	606	+	1	0,606
asRNA:CR46055	chr3R	21632704	618	+	1	0,138,86,394
lncRNA:CR46056	chr3R	21638651	437	+	1	0,437
lncRNA:CR46057	chr3R	21646300	303	+	1	0,303
asRNA:CR46058	chr3R	15402981	726	+	1	0,726
lncRNA:CR46060	chr3R	26124808	615	-	1	0,615
lncRNA:CR46061	chr3R	26235324	17608	+	1	0,282,49,154,3541,778,11201,1603
lncRNA:CR46062	chr3R	26241290	512	+	1	0,512
lncRNA:CR46063	chr2L	7567928	510	+	1	0,510
lncRNA:CR46064	chr2R	4782889	2473	+	3	0,2473
asRNA:CR46066	chr2L	21665848	1003	+	1	0,163,67,773
asRNA:CR46067	chr3L	14053099	1205	-	1	0,496,245,464
asRNA:CR46068	chr3L	21333009	502	-	1	0,199,102,201
asRNA:CR46069	chr2L	2517204	1641	+	1	0,391,73,1177
asRNA:CR46070	chr2L	12040781	734	+	1	0,734
asRNA:CR46071	chr2L	8934795	925	-	1	0,236,152,537
lncRNA:CR46073	chr3R	26847808	1428	+	1	0,1428
asRNA:CR46074	chr2L	7724575	401	+	1	0,401
lncRNA:CR46075	chr2R	6501031	741	-	1	0,564,77,100
lncRNA:CR46076	chr3R	28140479	899	+	1	0,899
lncRNA:CR46077	chr3R	28137646	319	-	1	0,319
lncRNA:CR46078	chr3R	28146391	571	-	1	0,571
lncRNA:CR46079	chr3R	28152963	789	-	1	0,789
lncRNA:CR46080	chr3R	28153300	459	+	1	0,459
asRNA:CR46081	chr3R	15275600	617	-	1	0,617
asRNA:CR46082	chr3R	30135007	2574	+	1	0,2574
lncRNA:CR46083	chr3R	26509538	562	-	1	0,562
lncRNA:CR46084	chr3R	26541291	1918	-	1	0,1918
lncRNA:CR46085	chr3R	27245332	369	+	1	0,369
lncRNA:CR46086	chr3R	27503392	709	-	1	0,709
lncRNA:CR46087	chr3R	27999621	681	-	1	0,681
lncRNA:CR46088	chr3R	22928592	537	+	1	0,537
asRNA:CR46089	chr3R	23052915	5069	+	1	0,5069
lncRNA:CR46090	chr3R	23333503	300	-	1	0,300
asRNA:CR46091	chr3R	23746310	838	-	1	0,655,105,78
asRNA:CR46092	chr3R	23957304	1084	+	1	0,1084
asRNA:CR46093	chr3R	24318815	967	-	1	0,967
lncRNA:CR46094	chr3R	24573769	535	+	1	0,535
lncRNA:CR46095	chr3R	24607270	525	+	1	0,525
asRNA:CR46096	chr3R	24815758	1373	+	1	0,1373
asRNA:CR46097	chr3R	24924415	929	-	1	0,583,62,284
lncRNA:CR46098	chr3R	25137700	301	+	1	0,301
asRNA:CR46099	chr3R	25262181	455	+	1	0,455
lncRNA:CR46100	chr3R	25553702	633	-	1	0,633
asRNA:CR46101	chr3R	25657392	882	+	1	0,882
lncRNA:CR46102	chr3R	25738026	663	+	1	0,663
lncRNA:CR46103	chr3R	28302912	659	-	1	0,659
asRNA:CR46104	chr3R	28336888	741	+	1	0,200,143,398
asRNA:CR46105	chr3R	28340411	389	-	1	0,389
lncRNA:CR46106	chr3R	28427093	897	-	1	0,897
asRNA:CR46107	chr3R	29054342	1361	-	1	0,1061,107,193
lncRNA:CR46108	chr3R	29719712	1479	+	1	0,1479
asRNA:CR46109	chr3R	29745208	875	-	1	0,875
lncRNA:CR46110	chr3R	29774323	728	-	1	0,728
lncRNA:CR46111	chr3R	30026217	655	+	1	0,655
lncRNA:CR46112	chr3R	30106996	536	+	1	0,536
lncRNA:CR46113	chr3R	30272761	794	-	2	0,794
lncRNA:CR46114	chr3R	30357254	884	-	1	0,884
lncRNA:CR46115	chr3R	30697379	6739	+	1	0,242,57,159,106,243,581,599,2610,2142
lncRNA:CR46116	chr3R	30984808	327	+	1	0,327
lncRNA:CR46117	chr3R	30992802	813	-	1	0,813
lncRNA:CR46118	chr3R	31345138	608	+	1	0,608
lncRNA:CR46119	chr3R	31570982	299	-	1	0,299
lncRNA:CR46120	chr3R	31568102	995	+	1	0,995
lncRNA:CR46122	chr3R	1865107	901	-	1	0,901
lncRNA:CR46123	chr3R	1366233	368	-	1	0,368
lncRNA:CR46124	chr3R	8612710	320	+	1	0,320
lncRNA:CR46125	chr3R	8460240	960	-	1	0,960
lncRNA:CR46126	chr3R	8413802	383	-	1	0,383
lncRNA:CR46127	chr3R	7883692	749	-	1	0,749
asRNA:CR46128	chr3R	7537841	3438	+	1	0,3438
asRNA:CR46129	chr3R	7544842	408	-	1	0,408
lncRNA:CR46130	chr3R	7315398	263	+	1	0,263
lncRNA:CR46131	chr3R	6585430	675	+	1	0,675
lncRNA:CR46132	chr3R	6554316	683	+	1	0,683
asRNA:CR46133	chr3R	5858194	700	+	1	0,700
asRNA:CR46134	chr3R	5662900	2132	-	1	0,2132
asRNA:CR46135	chr3R	5613279	3029	-	1	0,3029
asRNA:CR46136	chr3R	5560471	1102	+	1	0,1102
asRNA:CR46137	chr3R	4737499	409	+	1	0,409
asRNA:CR46138	chr3R	4434623	1478	-	1	0,1478
asRNA:CR46139	chr3R	4393349	1144	+	1	0,426,62,656
asRNA:CR46140	chr3R	4309943	926	+	1	0,926
lncRNA:CR46141	chr3R	3697233	407	-	1	0,407
lncRNA:CR46142	chr3R	7997605	747	-	1	0,747
lncRNA:CR46143	chr3R	7995984	1451	-	1	0,1451
asRNA:CR46144	chr3R	9795007	1043	-	1	0,1043
asRNA:CR46145	chr3R	9393889	848	+	1	0,848
lncRNA:CR46147	chrX	16645866	301	-	1	0,301
lncRNA:CR46148	chr2L	588047	737	+	1	0,532,67,138
lncRNA:CR46153	chr3R	14598222	295	-	1	0,295
lncRNA:CR46156	chrX	4313625	591	+	1	0,591
lncRNA:CR46194	chr2R	12169557	2149	-	1	0,2149
asRNA:CR46195	chrX	8564407	771	-	1	0,771
lncRNA:CR46196	chr2L	7094514	734	+	1	0,188,271,275
lncRNA:CR46197	chr3L	15758025	1176	+	1	0,289,185,702
lncRNA:CR46198	chr3L	5085579	650	-	1	0,355,74,221
lncRNA:CR46199	chr3R	14911204	778	+	1	0,171,68,539
lncRNA:CR46200	chr3L	901887	509	+	1	0,160,68,281
lncRNA:CR46202	chr2L	22046600	643	-	1	0,115,74,454
lncRNA:CR46203	chr3R	12256935	703	-	1	0,460,54,189
lncRNA:CR46204	chr2L	17450493	1891	+	1	0,1891
lncRNA:CR46205	chr2L	7404746	227	+	1	0,227
lncRNA:CR46206	chr2L	12767716	1049	-	1	0,1049
lncRNA:CR46207	chr3R	31131541	492	+	1	0,492
lncRNA:CR46208	chr2L	9663743	4758	-	1	0,482,876,436,2915,49
lncRNA:CR46209	chr2L	19215450	517	+	1	0,91,59,367
lncRNA:CR46210	chr2L	7176036	588	+	1	0,588
lncRNA:CR46211	chrX	16191133	498	-	1	0,315,53,130
lncRNA:CR46212	chr3L	10603771	738	-	1	0,379,58,301
lncRNA:CR46213	chr3L	15319922	434	+	1	0,77,65,292
lncRNA:CR46214	chr3L	16759392	3291	-	1	0,2893,168,230
lncRNA:CR46215	chr3L	18428523	732	-	1	0,732
lncRNA:CR46217	chr3R	12833126	599	+	1	0,599
lncRNA:CR46218	chr3R	12873130	1315	+	1	0,1315
lncRNA:CR46219	chr3R	30715124	1724	+	1	0,646,66,1012
lncRNA:CR46220	chr3R	30904967	565	-	1	0,565
lncRNA:CR46221	chr3R	6037786	586	-	1	0,62,55,469
lncRNA:CR46299	chr3R	7318038	765	+	1	0,229,52,27,59,398
lncRNA:CR46224	chr3R	7318987	245	+	1	0,245
lncRNA:CR46225	chr3R	7774028	555	+	1	0,555
lncRNA:CR46226	chr3R	7775409	359	-	1	0,209,85,65
lncRNA:CR46227	chr3L	22708935	983	-	1	0,511,63,153,56,200
lncRNA:CR46228	chr3R	8517042	342	+	1	0,342
lncRNA:CR46229	chr2R	10671647	975	-	1	0,727,93,155
lncRNA:CR46230	chr3L	10796801	560	+	1	0,560
lncRNA:CR46231	chr3L	10797625	783	+	1	0,783
lncRNA:CR46233	chr3R	26637804	1711	-	1	0,1293,355,63
lncRNA:CR46234	chr2R	18815653	799	-	1	0,585,65,149
lncRNA:CR46235	chr2R	17245060	441	-	1	0,441
lncRNA:CR46236	chr3R	30630386	1044	+	1	0,1044
lncRNA:CR46237	chr2R	12900880	733	+	1	0,733
lncRNA:CR46238	chr3R	12744671	717	-	1	0,717
lncRNA:CR46239	chr3R	13864596	499	-	1	0,499
lncRNA:CR46240	chr3L	11317703	654	+	1	0,654
lncRNA:CR46241	chr3L	12286341	342	-	1	0,342
lncRNA:CR46242	chrX	14097598	367	+	1	0,367
lncRNA:CR46243	chrX	3363685	375	+	2	0,169,117,89
lncRNA:CR46245	chrX	7134516	964	+	1	0,964
asRNA:CR46246	chr3L	9597170	1205	-	1	0,1205
lncRNA:CR46247	chrX	4062858	1648	-	1	0,1648
lncRNA:CR46248	chrX	1299769	564	+	1	0,564
lncRNA:CR46249	chr3L	550296	714	-	1	0,158,84,472
lncRNA:CR46250	chr3L	27364827	1163	-	1	0,319,143,203,64,434
asRNA:CR46251	chr3L	12806686	1859	-	1	0,1781,50,28
lncRNA:CR46252	chr3L	27135183	543	+	1	0,189,53,301
lncRNA:CR46253	chr2L	23239252	1159	+	1	0,770,147,242
lncRNA:CR46254	chr2L	54816	951	+	1	0,951
asRNA:CR46255	chr3R	4235293	680	-	1	0,316,60,304
asRNA:CR46256	chr2L	13174226	1139	+	1	0,1139
lncRNA:CR46257	chr2R	9578904	367	+	1	0,367
lncRNA:CR46258	chr2L	490834	1815	+	1	0,1815
lncRNA:CR46259	chr2L	500872	1364	-	1	0,1364
lncRNA:CR46260	chr2L	721984	2849	-	1	0,2031,65,753
asRNA:CR46261	chr3R	22314542	620	+	1	0,82,65,473
asRNA:CR46262	chr2L	283806	449	+	1	0,449
asRNA:CR46263	chr2L	286382	1910	+	1	0,280,90,1540
asRNA:CR46264	chr2L	11070784	682	-	2	0,682
lncRNA:CR46265	chr3R	18719622	376	+	1	0,376
asRNA:CR46266	chr3L	13840610	1588	+	1	0,1588
lncRNA:CR46267	chr3R	16951906	1864	+	1	0,63,407,1394
lncRNA:CR46268	chr2L	22538229	10223	+	2	0,58,2,2035,53,901,5951,257,53,913
asRNA:CR46269	chr2R	5957587	1712	-	1	0,1712
lncRNA:CR46271	chr2R	18541143	1311	+	1	0,1311
lncRNA:acal	chr2R	10544924	2336	-	4	0,2336
Or19b	chrX	20094397	1370	+	33	0,737,153,361,53,66
CG8176	chr3R	9516006	11231	+	29	0,161,943,390,3552,298,65,561,63,196,59,597,644,261,405,106,74,341,58,173,66,734,55,336,69,230,62,732
mthl12	chr3R	13353672	1741	+	30	0,510,57,148,57,177,52,252,57,175,51,205
CG32445	chr3L	21639358	1352	+	17	0,1352
Coq4	chr3L	17428935	4686	-	20	0,368,73,224,254,205,57,3074,359,40,9,23
Pgant4	chr2L	3472602	2736	+	33	0,700,59,343,65,429,69,1071
CG31908	chr2L	7024828	2561	-	20	0,990,338,479,88,666
CG31867	chr2L	11144578	839	-	17	0,839
CG31806	chr2L	16984977	657	+	16	0,657
CG31778	chr2L	3704105	1383	-	18	0,528,246,609
CG31777	chr2L	3706550	513	-	22	0,241,130,142
CG31740	chr2L	18008952	742	+	20	0,146,136,460
CG31709	chr2L	9578119	1519	-	16	0,912,61,355,63,128
CG31706	chr2L	11529037	2015	-	19	0,1146,390,479
CG31683	chr2L	20447733	2231	-	18	0,552,65,523,68,372,67,584
CG31683	chr2L	20456850	2231	-	18	0,552,65,523,68,372,67,584
CG31495	chr3R	13838239	1695	-	20	0,1695
CG31469	chr3R	13709158	781	-	23	0,224,58,174,57,185,53,30
Unc-115a	chr3R	9694385	11032	-	36	0,838,58,242,63,67,168,107,493,86,92,140,226,174,68,554,146,57,353,672,61,870,5024,473
